# output_current.csv run at 2000-01-01 00:00:00 EST on 683 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
R5-12-47-1_xfmr_147,0.000000,0.000000,-6.386301,-3.489869,0.000000,0.000000
R5-12-47-1_xfmr_148,0.000000,0.000000,0.000000,0.000000,0.008747,0.353140
R5-12-47-1_xfmr_149,0.000000,0.000000,0.000000,0.000000,0.253760,7.809484
R5-12-47-1_xfmr_150,0.000000,0.000000,0.000000,0.000000,0.287667,9.147745
R5-12-47-1_xfmr_151,0.000000,0.000000,0.000000,0.000000,0.081424,2.392150
R5-12-47-1_xfmr_152,0.000000,0.000000,0.000000,0.000000,0.237830,6.908865
R5-12-47-1_xfmr_153,4.333652,-2.691508,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_154,2.355862,-1.466284,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_155,13.277656,-8.272304,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_156,0.000000,0.000000,-0.046708,-0.037654,0.000000,0.000000
R5-12-47-1_xfmr_157,2.899888,-1.799396,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_158,5.815638,-3.609896,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_159,3.565026,-2.218981,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_160,12.584615,-7.938226,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_161,0.000000,0.000000,0.000000,0.000000,0.408136,10.662259
R5-12-47-1_xfmr_162,0.000000,0.000000,0.000000,0.000000,0.350415,8.750692
R5-12-47-1_xfmr_163,0.000000,0.000000,0.000000,0.000000,0.233431,8.869272
R5-12-47-1_xfmr_164,0.000000,0.000000,0.000000,0.000000,0.125854,7.271733
R5-12-47-1_xfmr_165,0.000000,0.000000,-5.881351,-3.215715,0.000000,0.000000
R5-12-47-1_xfmr_166,5.135512,-3.157318,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_167,3.366777,-2.076878,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_168,3.406674,-2.105170,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_169,0.000000,0.000000,-5.063008,-2.743003,0.000000,0.000000
R5-12-47-1_xfmr_170,0.000000,0.000000,-2.196851,-1.191996,0.000000,0.000000
R5-12-47-1_xfmr_171,0.000000,0.000000,-5.175795,-2.846780,0.000000,0.000000
R5-12-47-1_xfmr_172,0.000000,0.000000,-6.197910,-3.377583,0.000000,0.000000
R5-12-47-1_xfmr_173,0.000000,0.000000,-5.680415,-3.087675,0.000000,0.000000
R5-12-47-1_xfmr_174,0.000000,0.000000,0.000000,0.000000,0.232317,6.662181
R5-12-47-1_xfmr_175,0.000000,0.000000,0.000000,0.000000,0.225452,6.508424
R5-12-47-1_xfmr_176,0.000000,0.000000,0.000000,0.000000,0.213560,5.867015
R5-12-47-1_xfmr_177,0.000000,0.000000,0.000000,0.000000,0.183452,5.796441
R5-12-47-1_xfmr_178,0.000000,0.000000,-3.433884,-1.847785,0.000000,0.000000
R5-12-47-1_xfmr_179,0.000000,0.000000,0.000000,0.000000,0.548944,11.979960
R5-12-47-1_xfmr_180,0.000000,0.000000,-10.972836,-5.886075,0.000000,0.000000
R5-12-47-1_xfmr_181,0.000000,0.000000,0.000000,0.000000,0.235999,6.399978
R5-12-47-1_xfmr_182,0.000000,0.000000,-5.261035,-2.837536,0.000000,0.000000
R5-12-47-1_xfmr_183,0.299973,-0.185953,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_184,0.000000,0.000000,-6.109405,-3.131429,0.000000,0.000000
R5-12-47-1_xfmr_185,0.000000,0.000000,0.000000,0.000000,0.012328,0.357296
R5-12-47-1_xfmr_186,71.679982,-49.645381,-78.702912,-37.840432,7.503926,88.076931
R5-12-47-1_xfmr_187,8.242396,-4.290104,0.000000,-0.000000,1.518400,2.263706
R5-12-47-1_xfmr_188,0.000000,0.000000,0.000000,0.000000,-0.000002,0.011807
R5-12-47-1_xfmr_189,1.682904,-1.139790,-1.826357,-0.901502,0.152317,2.054445
R5-12-47-1_xfmr_190,5.379756,-3.713162,-5.900497,-2.847150,0.551346,6.604189
R5-12-47-1_xfmr_191,3.391832,-2.450293,-3.574605,-1.749744,0.207105,4.237183
R5-12-47-1_xfmr_192,0.000000,0.000000,0.000000,0.000000,0.008328,0.338356
R5-12-47-1_xfmr_193,7.248757,-5.102361,-8.037416,-3.786808,0.832419,8.950255
R5-12-47-1_xfmr_194,4.875309,-3.355646,-5.339013,-2.584821,0.491142,5.979884
R5-12-47-1_xfmr_195,1.157468,-0.778856,-0.000000,0.000000,0.000000,-0.000000
R5-12-47-1_xfmr_196,4.802578,-4.757124,-3.723937,-1.929455,-0.956860,6.735397
R5-12-47-1_xfmr_197,3.935715,-2.712788,-4.313749,-2.084787,0.400506,4.829644
R5-12-47-1_xfmr_198,0.404918,-0.821414,-3.757381,-2.317713,-0.000000,-0.000000
R5-12-47-1_xfmr_199,0.000000,0.000000,0.000000,0.000000,0.025085,0.401611
R5-12-47-1_xfmr_200,2.325587,-1.547668,-0.000000,-0.000000,-0.000000,0.000000
R5-12-47-1_xfmr_201,3.723064,-1.375289,-2.524301,-1.529038,1.109067,1.658082
R5-12-47-1_xfmr_202,0.096264,-0.051542,-0.000000,0.000000,-0.000000,0.000000
R5-12-47-1_xfmr_203,0.104240,-0.054303,0.000000,0.000000,-0.000402,0.014564
R5-12-47-1_xfmr_204,0.000000,0.000000,0.000000,0.000000,-0.005752,0.185600
R5-12-47-1_xfmr_205,0.081602,-0.043278,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_206,-0.000000,0.000000,-0.374178,-0.138057,-0.037235,0.083835
R5-12-47-1_xfmr_207,2.268542,-1.510334,-0.228178,-0.344700,0.000000,0.000000
R5-12-47-1_xfmr_208,0.000000,0.000000,0.000000,0.000000,-0.006034,0.420282
R5-12-47-1_xfmr_209,0.000000,0.000000,0.000000,0.000000,0.008848,0.124703
R5-12-47-1_xfmr_210,0.000000,0.000000,-1.054905,-0.607723,0.000000,0.000000
R5-12-47-1_xfmr_211,0.000000,0.000000,-2.251172,-1.306934,0.000000,0.000000
R5-12-47-1_xfmr_212,0.156879,-0.083767,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_213,0.030711,-0.001837,0.000000,0.000000,0.022342,0.476918
R5-12-47-1_xfmr_214,0.132956,-0.079860,-0.001246,-0.001341,0.000000,0.000000
R5-12-47-1_xfmr_215,0.041211,-0.002856,-0.000000,-0.000000,0.016663,0.467056
R5-12-47-1_xfmr_216,0.000000,0.000000,0.000000,0.000000,-0.000371,0.065568
R5-12-47-1_xfmr_217,0.000000,-0.000000,-0.120200,-0.068950,-0.000000,0.000000
R5-12-47-1_xfmr_218,0.000000,0.000000,0.000000,0.000000,0.882864,8.770312
R5-12-47-1_xfmr_219,-0.000000,-0.000000,-0.247341,-0.153745,-0.010892,0.492593
R5-12-47-1_xfmr_220,11.546051,-7.921390,-12.661307,-6.128369,1.181467,14.146041
R5-12-47-1_xfmr_221,3.946733,-2.708091,-7.105471,-5.910205,3.167506,8.914613
R5-12-47-1_xfmr_222,7.438851,-4.075143,-0.000000,-0.000000,1.152412,1.707346
R5-12-47-1_xfmr_223,15.250902,-10.649892,-16.846584,-8.009730,1.688631,18.785756
R5-12-47-1_xfmr_224,8.756850,-11.147510,-14.052119,-2.105754,5.388070,13.327628
R5-12-47-1_xfmr_225,15.772385,-11.090430,-17.466390,-8.244750,1.792099,19.460880
R5-12-47-1_xfmr_226,4.619879,-0.431708,0.000000,0.000000,2.660742,3.979706
R5-12-47-1_xfmr_227,0.500449,-1.022367,-11.075328,-5.616467,0.000000,-0.000000
R5-12-47-1_xfmr_228,0.863142,-0.474846,-0.841130,-0.516706,-0.018335,0.998377
R5-12-47-1_xfmr_229,0.000000,0.000000,-0.038803,0.002251,-0.006931,0.683757
R5-12-47-1_xfmr_230,0.130634,-0.076551,-0.000372,-0.000374,0.000000,0.000000
R5-12-47-1_xfmr_231,10.215522,-7.128740,-11.277383,-5.367473,1.123283,12.580362
R5-12-47-1_xfmr_232,12.020517,-6.195449,0.000000,0.000000,2.233449,3.335485
R5-12-47-1_xfmr_233,-0.000000,-0.000000,-4.666004,-2.375032,-0.000000,-0.000000
