# output_voltage.csv run at 2000-01-01 00:00:00 EST on 922 nodes
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
R5-12-47-1_tn_216,-59.828606,-98.333928,-59.828606,-98.333928,0.000000,0.000000
R5-12-47-1_tn_217,-53.655394,100.534671,-53.655394,100.534671,0.000000,0.000000
R5-12-47-1_tn_218,115.445486,-3.400391,115.445486,-3.400391,0.000000,0.000000
R5-12-47-1_tn_219,-59.798910,-97.902205,-59.798910,-97.902205,0.000000,0.000000
R5-12-47-1_tn_220,-53.571925,100.493139,-53.571925,100.493139,0.000000,0.000000
R5-12-47-1_tn_221,114.843811,-3.292889,114.843811,-3.292889,0.000000,0.000000
R5-12-47-1_tn_222,113.666470,-4.120594,113.666470,-4.120594,0.000000,0.000000
R5-12-47-1_tn_223,-59.880953,-97.191580,-59.880953,-97.191580,0.000000,0.000000
R5-12-47-1_tn_224,-52.737110,99.787878,-52.737110,99.787878,0.000000,0.000000
R5-12-47-1_tn_225,-59.711035,-98.840507,-59.711035,-98.840507,0.000000,0.000000
R5-12-47-1_tn_226,-55.100228,101.005192,-55.100228,101.005192,0.000000,0.000000
R5-12-47-1_tn_227,116.243540,-2.219793,116.243540,-2.219793,0.000000,0.000000
R5-12-47-1_tn_228,115.659471,-3.477462,115.659471,-3.477462,0.000000,0.000000
R5-12-47-1_tn_229,-59.757875,-98.587993,-59.757875,-98.587993,0.000000,0.000000
R5-12-47-1_tn_230,-53.888666,100.638222,-53.888666,100.638222,0.000000,0.000000
R5-12-47-1_tn_231,114.373141,-4.388855,114.373141,-4.388855,0.000000,0.000000
R5-12-47-1_tn_232,-53.065912,100.167087,-53.065912,100.167087,0.000000,0.000000
R5-12-47-1_tn_233,-52.291140,100.064756,-52.291140,100.064756,0.000000,0.000000
R5-12-47-1_tn_234,114.355593,-4.336934,114.355593,-4.336934,0.000000,0.000000
R5-12-47-1_tn_235,114.033818,-4.037676,114.033818,-4.037676,0.000000,0.000000
R5-12-47-1_tn_236,-60.780231,-97.536567,-60.780231,-97.536567,0.000000,0.000000
R5-12-47-1_tn_237,-53.238475,100.228103,-53.238475,100.228103,0.000000,0.000000
R5-12-47-1_tn_238,-52.509682,99.931345,-52.509682,99.931345,0.000000,0.000000
R5-12-47-1_tn_239,-59.974551,-96.279685,-59.974551,-96.279685,0.000000,0.000000
R5-12-47-1_tn_240,-60.047595,-97.603049,-60.047595,-97.603049,0.000000,0.000000
R5-12-47-1_tn_241,115.242438,-3.807085,115.242438,-3.807085,0.000000,0.000000
R5-12-47-1_tn_242,117.223865,-1.455820,117.223865,-1.455820,0.000000,0.000000
R5-12-47-1_tn_243,-59.481770,-100.699019,-59.481770,-100.699019,0.000000,0.000000
R5-12-47-1_tn_244,-56.381253,101.470185,-56.381253,101.470185,0.000000,0.000000
R5-12-47-1_tn_245,117.358554,-1.292664,117.358554,-1.292664,0.000000,0.000000
R5-12-47-1_tn_246,-59.460494,-100.909264,-59.460494,-100.909264,0.000000,0.000000
R5-12-47-1_tn_247,-55.826836,101.449843,-55.826836,101.449843,0.000000,0.000000
R5-12-47-1_tn_248,-59.655728,-100.396626,-59.655728,-100.396626,0.000000,0.000000
R5-12-47-1_tn_249,-59.628659,-99.356492,-59.628659,-99.356492,0.000000,0.000000
R5-12-47-1_tn_250,115.849697,-2.623312,115.849697,-2.623312,0.000000,0.000000
R5-12-47-1_tn_251,-59.508942,-98.781900,-59.508942,-98.781900,0.000000,0.000000
R5-12-47-1_tn_252,-54.672504,100.911699,-54.672504,100.911699,0.000000,0.000000
R5-12-47-1_tn_253,-54.091773,100.413709,-54.091773,100.413709,0.000000,0.000000
R5-12-47-1_tn_254,-54.016458,100.555022,-54.016458,100.555022,0.000000,0.000000
R5-12-47-1_tn_255,117.462739,-2.293786,117.462739,-2.293786,0.000000,0.000000
R5-12-47-1_tn_256,-55.434201,100.949620,-55.434201,100.949620,0.000000,0.000000
R5-12-47-1_tn_257,116.020091,-2.366932,116.020091,-2.366932,0.000000,0.000000
R5-12-47-1_tn_258,115.448455,-2.851303,115.448455,-2.851303,0.000000,0.000000
R5-12-47-1_tn_259,-60.312258,-100.677633,-60.312258,-100.677633,0.000000,0.000000
R5-12-47-1_tn_260,115.075785,-3.347397,115.075785,-3.347397,0.000000,0.000000
R5-12-47-1_tn_261,-53.707414,100.230995,-53.707414,100.230995,0.000000,0.000000
R5-12-47-1_tn_262,-52.354788,99.768084,-52.354788,99.768084,0.000000,0.000000
R5-12-47-1_tn_263,116.347982,-3.603877,116.347982,-3.603877,0.000000,0.000000
R5-12-47-1_tn_264,-59.757221,-98.587298,-59.757221,-98.587298,0.000000,0.000000
R5-12-47-1_tn_265,-53.659808,100.690597,-53.659808,100.690597,0.000000,0.000000
R5-12-47-1_tn_266,-54.424484,100.834341,-54.424484,100.834341,0.000000,0.000000
R5-12-47-1_tn_267,-59.770391,-97.986150,-59.770391,-97.986150,0.000000,0.000000
R5-12-47-1_tn_268,-54.278135,100.746798,-54.278135,100.746798,0.000000,0.000000
R5-12-47-1_tn_269,-54.537149,100.894300,-54.537149,100.894300,0.000000,0.000000
R5-12-47-1_tn_270,-53.622760,100.287885,-53.622760,100.287885,0.000000,0.000000
R5-12-47-1_tn_271,-52.920578,100.076467,-52.920578,100.076467,0.000000,0.000000
R5-12-47-1_tn_272,116.555954,-3.357095,116.555954,-3.357095,0.000000,0.000000
R5-12-47-1_tn_273,-59.649701,-99.182029,-59.649701,-99.182029,0.000000,0.000000
R5-12-47-1_tn_274,-53.872232,100.312926,-53.872232,100.312926,0.000000,0.000000
R5-12-47-1_tn_275,-59.652585,-97.157857,-59.652585,-97.157857,0.000000,0.000000
R5-12-47-1_tn_276,-59.675575,-98.471042,-59.675575,-98.471042,0.000000,0.000000
R5-12-47-1_tn_277,116.910762,-1.824240,116.910762,-1.824240,0.000000,0.000000
R5-12-47-1_tn_278,-59.384604,-99.473579,-59.384604,-99.473579,0.000000,0.000000
R5-12-47-1_tn_279,-56.068667,101.449203,-56.068667,101.449203,0.000000,0.000000
R5-12-47-1_tn_280,114.641911,-3.890244,114.641911,-3.890244,0.000000,0.000000
R5-12-47-1_tn_281,-60.053620,-97.844203,-60.053620,-97.844203,0.000000,0.000000
R5-12-47-1_tn_282,-52.659310,99.565310,-52.659310,99.565310,0.000000,0.000000
R5-12-47-1_tn_283,117.633557,-0.974377,117.633557,-0.974377,0.000000,0.000000
R5-12-47-1_tn_284,-59.410231,-101.377712,-59.410231,-101.377712,0.000000,0.000000
R5-12-47-1_tn_285,-56.340892,101.565713,-56.340892,101.565713,0.000000,0.000000
R5-12-47-1_tn_286,-52.634616,99.920993,-52.634616,99.920993,0.000000,0.000000
R5-12-47-1_tn_287,-59.947121,-97.686675,-59.947121,-97.686675,0.000000,0.000000
R5-12-47-1_tn_288,-60.055783,-97.597601,-60.055783,-97.597601,0.000000,0.000000
R5-12-47-1_tn_289,-52.662823,100.125171,-52.662823,100.125171,0.000000,0.000000
R5-12-47-1_tn_290,-52.570144,100.091619,-52.570144,100.091619,0.000000,0.000000
R5-12-47-1_tn_291,-52.996536,100.235737,-52.996536,100.235737,0.000000,0.000000
R5-12-47-1_tn_292,115.286870,-3.669545,115.286870,-3.669545,0.000000,0.000000
R5-12-47-1_tn_293,-59.831823,-98.324191,-59.831823,-98.324191,0.000000,0.000000
R5-12-47-1_tn_294,-53.648075,100.531195,-53.648075,100.531195,0.000000,0.000000
R5-12-47-1_tn_295,115.002029,-3.999845,115.002029,-3.999845,0.000000,0.000000
R5-12-47-1_tn_296,-59.813192,-97.053495,-59.813192,-97.053495,0.000000,0.000000
R5-12-47-1_tn_297,-53.678007,100.834198,-53.678007,100.834198,0.000000,0.000000
R5-12-47-1_tn_298,114.272493,-4.244882,114.272493,-4.244882,0.000000,0.000000
R5-12-47-1_tn_299,-60.047286,-97.044108,-60.047286,-97.044108,0.000000,0.000000
R5-12-47-1_tn_300,-52.526957,99.859398,-52.526957,99.859398,0.000000,0.000000
R5-12-47-1_tn_301,-60.110069,-97.596868,-60.110069,-97.596868,0.000000,0.000000
R5-12-47-1_tn_302,-59.477182,-100.159627,-59.477182,-100.159627,0.000000,0.000000
R5-12-47-1_tn_303,-59.457637,-99.960984,-59.457637,-99.960984,0.000000,0.000000
R5-12-47-1_tn_304,-59.526032,-100.319690,-59.526032,-100.319690,0.000000,0.000000
R5-12-47-1_tn_305,-59.558072,-99.989420,-59.558072,-99.989420,0.000000,0.000000
R5-12-47-1_tn_306,-55.338481,100.968049,-55.338481,100.968049,0.000000,0.000000
R5-12-47-1_tn_307,-59.616228,-99.929504,-59.616228,-99.929504,0.000000,0.000000
R5-12-47-1_tn_308,-59.449165,-99.722826,-59.449165,-99.722826,0.000000,0.000000
R5-12-47-1_tn_309,115.887787,-2.684177,115.887787,-2.684177,0.000000,0.000000
R5-12-47-1_tn_310,115.275072,-2.736637,115.275072,-2.736637,0.000000,0.000000
R5-12-47-1_tn_311,115.861807,-2.347139,115.861807,-2.347139,0.000000,0.000000
R5-12-47-1_tn_312,116.574685,-2.139367,116.574685,-2.139367,0.000000,0.000000
R5-12-47-1_tn_313,116.176532,-2.360222,116.176532,-2.360222,0.000000,0.000000
R5-12-47-1_tn_314,-56.075022,101.441261,-56.075022,101.441261,0.000000,0.000000
R5-12-47-1_tn_315,116.582327,-2.130303,116.582327,-2.130303,0.000000,0.000000
R5-12-47-1_tn_316,-56.068967,101.448835,-56.068967,101.448835,0.000000,0.000000
R5-12-47-1_tn_317,-55.255674,101.093607,-55.255674,101.093607,0.000000,0.000000
R5-12-47-1_tn_318,-55.066304,101.074934,-55.066304,101.074934,0.000000,0.000000
R5-12-47-1_tn_319,-55.333327,101.066175,-55.333327,101.066175,0.000000,0.000000
R5-12-47-1_tn_320,-55.262069,101.112815,-55.262069,101.112815,0.000000,0.000000
R5-12-47-1_tn_321,-59.696035,-99.546576,-59.696035,-99.546576,0.000000,0.000000
R5-12-47-1_tn_322,-59.477591,-97.453211,-59.477591,-97.453211,0.000000,0.000000
R5-12-47-1_tn_323,-59.661449,-98.986504,-59.661449,-98.986504,0.000000,0.000000
R5-12-47-1_tn_324,-59.556179,-99.111466,-59.556179,-99.111466,0.000000,0.000000
R5-12-47-1_tn_325,-59.538212,-99.702637,-59.538212,-99.702637,0.000000,0.000000
R5-12-47-1_tn_326,-54.123472,100.591292,-54.123472,100.591292,0.000000,0.000000
R5-12-47-1_tn_327,-59.548846,-99.717473,-59.548846,-99.717473,0.000000,0.000000
R5-12-47-1_tn_328,-54.585919,100.721105,-54.585919,100.721105,0.000000,0.000000
R5-12-47-1_tn_329,116.271303,-2.465267,116.271303,-2.465267,0.000000,0.000000
R5-12-47-1_tn_330,-58.710295,-100.327833,-58.710295,-100.327833,0.000000,0.000000
R5-12-47-1_tn_331,-54.831909,101.067436,-54.831909,101.067436,0.000000,0.000000
R5-12-47-1_tn_332,-59.570288,-98.912547,-59.570288,-98.912547,0.000000,0.000000
R5-12-47-1_tn_333,-55.358646,101.209847,-55.358646,101.209847,0.000000,0.000000
R5-12-47-1_tn_334,-54.236483,100.449766,-54.236483,100.449766,0.000000,0.000000
R5-12-47-1_tn_335,-53.998998,100.561205,-53.998998,100.561205,0.000000,0.000000
R5-12-47-1_tn_336,-54.757318,100.802185,-54.757318,100.802185,0.000000,0.000000
R5-12-47-1_tn_337,-54.567215,100.794981,-54.567215,100.794981,0.000000,0.000000
R5-12-47-1_tn_338,115.637423,-2.948000,115.637423,-2.948000,0.000000,0.000000
R5-12-47-1_tn_339,116.371304,-2.649459,116.371304,-2.649459,0.000000,0.000000
R5-12-47-1_tn_340,114.586108,-3.466969,114.586108,-3.466969,0.000000,0.000000
R5-12-47-1_tn_341,-60.277211,-100.857285,-60.277211,-100.857285,0.000000,0.000000
R5-12-47-1_tn_342,115.937908,-2.808369,115.937908,-2.808369,0.000000,0.000000
R5-12-47-1_tn_343,115.756360,-2.851409,115.756360,-2.851409,0.000000,0.000000
R5-12-47-1_tn_344,116.090218,-2.879730,116.090218,-2.879730,0.000000,0.000000
R5-12-47-1_tn_345,114.694242,-3.458150,114.694242,-3.458150,0.000000,0.000000
R5-12-47-1_tn_346,-53.238254,100.126097,-53.238254,100.126097,0.000000,0.000000
R5-12-47-1_tn_347,-53.655908,100.505033,-53.655908,100.505033,0.000000,0.000000
R5-12-47-1_tn_348,-53.583978,100.488780,-53.583978,100.488780,0.000000,0.000000
R5-12-47-1_tn_349,-53.158002,100.273137,-53.158002,100.273137,0.000000,0.000000
R5-12-47-1_tn_350,-59.619687,-99.292647,-59.619687,-99.292647,0.000000,0.000000
R5-12-47-1_tn_351,116.345917,-2.452210,116.345917,-2.452210,0.000000,0.000000
R5-12-47-1_tn_352,115.887113,-2.550367,115.887113,-2.550367,0.000000,0.000000
R5-12-47-1_tn_353,115.825752,-2.563559,115.825752,-2.563559,0.000000,0.000000
R5-12-47-1_tn_354,-59.721165,-99.425823,-59.721165,-99.425823,0.000000,0.000000
R5-12-47-1_tn_355,-59.459703,-99.097083,-59.459703,-99.097083,0.000000,0.000000
R5-12-47-1_tn_356,-59.690167,-99.306796,-59.690167,-99.306796,0.000000,0.000000
R5-12-47-1_tn_357,-59.545851,-98.880468,-59.545851,-98.880468,0.000000,0.000000
R5-12-47-1_tn_358,-59.590539,-99.047904,-59.590539,-99.047904,0.000000,0.000000
R5-12-47-1_tn_359,-54.637587,100.869453,-54.637587,100.869453,0.000000,0.000000
R5-12-47-1_tn_360,-54.646318,100.881809,-54.646318,100.881809,0.000000,0.000000
R5-12-47-1_tn_361,-54.664061,101.023426,-54.664061,101.023426,0.000000,0.000000
R5-12-47-1_tn_362,-54.551856,100.925176,-54.551856,100.925176,0.000000,0.000000
R5-12-47-1_tn_363,-59.619853,-98.312851,-59.619853,-98.312851,0.000000,0.000000
R5-12-47-1_tn_364,-53.756691,100.466626,-53.756691,100.466626,0.000000,0.000000
R5-12-47-1_tn_365,-59.787125,-97.749700,-59.787125,-97.749700,0.000000,0.000000
R5-12-47-1_tn_366,-54.220789,100.780033,-54.220789,100.780033,0.000000,0.000000
R5-12-47-1_tn_367,-59.761591,-98.754071,-59.761591,-98.754071,0.000000,0.000000
R5-12-47-1_tn_368,115.422180,-3.413519,115.422180,-3.413519,0.000000,0.000000
R5-12-47-1_tn_369,-59.858186,-97.551976,-59.858186,-97.551976,0.000000,0.000000
R5-12-47-1_tn_370,-53.555495,100.479967,-53.555495,100.479967,0.000000,0.000000
R5-12-47-1_tm_1,-54.300032,100.514525,-54.300032,100.514525,0.000000,0.000000
R5-12-47-1_tm_2,-57.644817,101.970854,-57.644817,101.970854,0.000000,0.000000
R5-12-47-1_tm_3,-59.742602,-98.949655,-59.742602,-98.949655,0.000000,0.000000
R5-12-47-1_tm_4,-59.652958,-98.370389,-59.652958,-98.370389,0.000000,0.000000
R5-12-47-1_tm_5,-55.300414,101.164421,-55.300414,101.164421,0.000000,0.000000
R5-12-47-1_tm_6,-53.648731,100.231234,-53.648731,100.231234,0.000000,0.000000
R5-12-47-1_tm_7,117.701259,-0.894289,117.701259,-0.894289,0.000000,0.000000
R5-12-47-1_tm_8,-59.398917,-101.495185,-59.398917,-101.495185,0.000000,0.000000
R5-12-47-1_tm_9,-57.388756,101.974541,-57.388756,101.974541,0.000000,0.000000
R5-12-47-1_tm_10,-59.305698,-100.688996,-59.305698,-100.688996,0.000000,0.000000
R5-12-47-1_tm_11,117.849693,-0.714094,117.849693,-0.714094,0.000000,0.000000
R5-12-47-1_tm_12,-59.376829,-101.758043,-59.376829,-101.758043,0.000000,0.000000
R5-12-47-1_tm_13,-57.000508,101.659153,-57.000508,101.659153,0.000000,0.000000
R5-12-47-1_tm_14,-57.268691,101.820394,-57.268691,101.820394,0.000000,0.000000
R5-12-47-1_tm_15,-55.819078,101.071777,-55.819078,101.071777,0.000000,0.000000
R5-12-47-1_tm_16,118.056871,-0.461972,118.056871,-0.461972,0.000000,0.000000
R5-12-47-1_tm_17,-59.346750,-102.138693,-59.346750,-102.138693,0.000000,0.000000
R5-12-47-1_tm_18,-58.236319,102.234300,-58.236319,102.234300,0.000000,0.000000
R5-12-47-1_tm_19,115.528663,-3.322788,115.528663,-3.322788,0.000000,0.000000
R5-12-47-1_tm_20,-60.003468,-96.731420,-60.003468,-96.731420,0.000000,0.000000
R5-12-47-1_tm_21,-53.648683,100.536010,-53.648683,100.536010,0.000000,0.000000
R5-12-47-1_tm_22,-60.903810,-97.759970,-60.903810,-97.759970,0.000000,0.000000
R5-12-47-1_tm_23,115.684997,-3.184894,115.684997,-3.184894,0.000000,0.000000
R5-12-47-1_tm_24,-59.783324,-98.501571,-59.783324,-98.501571,0.000000,0.000000
R5-12-47-1_tm_25,-52.907539,100.116179,-52.907539,100.116179,0.000000,0.000000
R5-12-47-1_tm_26,116.049294,-2.817252,116.049294,-2.817252,0.000000,0.000000
R5-12-47-1_tm_27,-59.689574,-98.955168,-59.689574,-98.955168,0.000000,0.000000
R5-12-47-1_tm_28,-54.128931,100.737262,-54.128931,100.737262,0.000000,0.000000
R5-12-47-1_tm_29,-53.125064,100.032627,-53.125064,100.032627,0.000000,0.000000
R5-12-47-1_tm_30,114.705972,-3.824858,114.705972,-3.824858,0.000000,0.000000
R5-12-47-1_tm_31,-59.828606,-98.333928,-59.828606,-98.333928,0.000000,0.000000
R5-12-47-1_tm_32,-53.655394,100.534671,-53.655394,100.534671,0.000000,0.000000
R5-12-47-1_tm_33,115.445486,-3.400391,115.445486,-3.400391,0.000000,0.000000
R5-12-47-1_tm_34,-59.798910,-97.902205,-59.798910,-97.902205,0.000000,0.000000
R5-12-47-1_tm_35,-53.571925,100.493139,-53.571925,100.493139,0.000000,0.000000
R5-12-47-1_tm_36,114.843811,-3.292889,114.843811,-3.292889,0.000000,0.000000
R5-12-47-1_tm_37,113.666470,-4.120594,113.666470,-4.120594,0.000000,0.000000
R5-12-47-1_tm_38,-59.880953,-97.191580,-59.880953,-97.191580,0.000000,0.000000
R5-12-47-1_tm_39,-52.737110,99.787878,-52.737110,99.787878,0.000000,0.000000
R5-12-47-1_tm_40,-59.711035,-98.840507,-59.711035,-98.840507,0.000000,0.000000
R5-12-47-1_tm_41,-55.100228,101.005192,-55.100228,101.005192,0.000000,0.000000
R5-12-47-1_tm_42,116.243540,-2.219793,116.243540,-2.219793,0.000000,0.000000
R5-12-47-1_tm_43,115.659471,-3.477462,115.659471,-3.477462,0.000000,0.000000
R5-12-47-1_tm_44,-59.757875,-98.587993,-59.757875,-98.587993,0.000000,0.000000
R5-12-47-1_tm_45,-53.888666,100.638222,-53.888666,100.638222,0.000000,0.000000
R5-12-47-1_tm_46,114.373141,-4.388855,114.373141,-4.388855,0.000000,0.000000
R5-12-47-1_tm_47,-53.065912,100.167087,-53.065912,100.167087,0.000000,0.000000
R5-12-47-1_tm_48,-52.291140,100.064756,-52.291140,100.064756,0.000000,0.000000
R5-12-47-1_tm_49,114.355593,-4.336934,114.355593,-4.336934,0.000000,0.000000
R5-12-47-1_tm_50,114.033818,-4.037676,114.033818,-4.037676,0.000000,0.000000
R5-12-47-1_tm_51,-60.780231,-97.536567,-60.780231,-97.536567,0.000000,0.000000
R5-12-47-1_tm_52,-53.238475,100.228103,-53.238475,100.228103,0.000000,0.000000
R5-12-47-1_tm_53,-52.509682,99.931345,-52.509682,99.931345,0.000000,0.000000
R5-12-47-1_tm_54,-59.974551,-96.279685,-59.974551,-96.279685,0.000000,0.000000
R5-12-47-1_tm_55,-60.047595,-97.603049,-60.047595,-97.603049,0.000000,0.000000
R5-12-47-1_tm_56,115.242438,-3.807085,115.242438,-3.807085,0.000000,0.000000
R5-12-47-1_tm_57,117.223865,-1.455820,117.223865,-1.455820,0.000000,0.000000
R5-12-47-1_tm_58,-59.481770,-100.699019,-59.481770,-100.699019,0.000000,0.000000
R5-12-47-1_tm_59,-56.381253,101.470185,-56.381253,101.470185,0.000000,0.000000
R5-12-47-1_tm_60,117.358554,-1.292664,117.358554,-1.292664,0.000000,0.000000
R5-12-47-1_tm_61,-59.460494,-100.909264,-59.460494,-100.909264,0.000000,0.000000
R5-12-47-1_tm_62,-55.826836,101.449843,-55.826836,101.449843,0.000000,0.000000
R5-12-47-1_tm_63,-59.655728,-100.396626,-59.655728,-100.396626,0.000000,0.000000
R5-12-47-1_tm_64,-59.628659,-99.356492,-59.628659,-99.356492,0.000000,0.000000
R5-12-47-1_tm_65,115.849697,-2.623312,115.849697,-2.623312,0.000000,0.000000
R5-12-47-1_tm_66,-59.508942,-98.781900,-59.508942,-98.781900,0.000000,0.000000
R5-12-47-1_tm_67,-54.672504,100.911699,-54.672504,100.911699,0.000000,0.000000
R5-12-47-1_tm_68,-54.091773,100.413709,-54.091773,100.413709,0.000000,0.000000
R5-12-47-1_tm_69,-54.016458,100.555022,-54.016458,100.555022,0.000000,0.000000
R5-12-47-1_tm_70,117.462739,-2.293786,117.462739,-2.293786,0.000000,0.000000
R5-12-47-1_tm_71,-55.434201,100.949620,-55.434201,100.949620,0.000000,0.000000
R5-12-47-1_tm_72,116.020091,-2.366932,116.020091,-2.366932,0.000000,0.000000
R5-12-47-1_tm_73,115.448455,-2.851303,115.448455,-2.851303,0.000000,0.000000
R5-12-47-1_tm_74,-60.312258,-100.677633,-60.312258,-100.677633,0.000000,0.000000
R5-12-47-1_tm_75,115.075785,-3.347397,115.075785,-3.347397,0.000000,0.000000
R5-12-47-1_tm_76,-53.707414,100.230995,-53.707414,100.230995,0.000000,0.000000
R5-12-47-1_tm_77,-52.354788,99.768084,-52.354788,99.768084,0.000000,0.000000
R5-12-47-1_tm_78,116.347982,-3.603877,116.347982,-3.603877,0.000000,0.000000
R5-12-47-1_tm_79,-59.757221,-98.587298,-59.757221,-98.587298,0.000000,0.000000
R5-12-47-1_tm_80,-53.659808,100.690597,-53.659808,100.690597,0.000000,0.000000
R5-12-47-1_tm_81,-54.424484,100.834341,-54.424484,100.834341,0.000000,0.000000
R5-12-47-1_tm_82,-59.770391,-97.986150,-59.770391,-97.986150,0.000000,0.000000
R5-12-47-1_tm_83,-54.278135,100.746798,-54.278135,100.746798,0.000000,0.000000
R5-12-47-1_tm_84,-54.537149,100.894300,-54.537149,100.894300,0.000000,0.000000
R5-12-47-1_tm_85,-53.622760,100.287885,-53.622760,100.287885,0.000000,0.000000
R5-12-47-1_tm_86,-52.920578,100.076467,-52.920578,100.076467,0.000000,0.000000
R5-12-47-1_tm_87,116.555954,-3.357095,116.555954,-3.357095,0.000000,0.000000
R5-12-47-1_tm_88,-59.649701,-99.182029,-59.649701,-99.182029,0.000000,0.000000
R5-12-47-1_tm_89,-53.872232,100.312926,-53.872232,100.312926,0.000000,0.000000
R5-12-47-1_tm_90,-59.652585,-97.157857,-59.652585,-97.157857,0.000000,0.000000
R5-12-47-1_tm_91,-59.675575,-98.471042,-59.675575,-98.471042,0.000000,0.000000
R5-12-47-1_tm_92,116.910762,-1.824240,116.910762,-1.824240,0.000000,0.000000
R5-12-47-1_tm_93,-59.384604,-99.473579,-59.384604,-99.473579,0.000000,0.000000
R5-12-47-1_tm_94,-56.068667,101.449203,-56.068667,101.449203,0.000000,0.000000
R5-12-47-1_tm_95,114.641911,-3.890244,114.641911,-3.890244,0.000000,0.000000
R5-12-47-1_tm_96,-60.053620,-97.844203,-60.053620,-97.844203,0.000000,0.000000
R5-12-47-1_tm_97,-52.659310,99.565310,-52.659310,99.565310,0.000000,0.000000
R5-12-47-1_tm_98,117.633557,-0.974377,117.633557,-0.974377,0.000000,0.000000
R5-12-47-1_tm_99,-59.410231,-101.377712,-59.410231,-101.377712,0.000000,0.000000
R5-12-47-1_tm_100,-56.340892,101.565713,-56.340892,101.565713,0.000000,0.000000
R5-12-47-1_tm_101,-52.634616,99.920993,-52.634616,99.920993,0.000000,0.000000
R5-12-47-1_tm_102,-59.947121,-97.686675,-59.947121,-97.686675,0.000000,0.000000
R5-12-47-1_tm_103,-60.055783,-97.597601,-60.055783,-97.597601,0.000000,0.000000
R5-12-47-1_tm_104,-52.662823,100.125171,-52.662823,100.125171,0.000000,0.000000
R5-12-47-1_tm_105,-52.570144,100.091619,-52.570144,100.091619,0.000000,0.000000
R5-12-47-1_tm_106,-52.996536,100.235737,-52.996536,100.235737,0.000000,0.000000
R5-12-47-1_tm_107,115.286870,-3.669545,115.286870,-3.669545,0.000000,0.000000
R5-12-47-1_tm_108,-59.831823,-98.324191,-59.831823,-98.324191,0.000000,0.000000
R5-12-47-1_tm_109,-53.648075,100.531195,-53.648075,100.531195,0.000000,0.000000
R5-12-47-1_tm_110,115.002029,-3.999845,115.002029,-3.999845,0.000000,0.000000
R5-12-47-1_tm_111,-59.813192,-97.053495,-59.813192,-97.053495,0.000000,0.000000
R5-12-47-1_tm_112,-53.678007,100.834198,-53.678007,100.834198,0.000000,0.000000
R5-12-47-1_tm_113,114.272493,-4.244882,114.272493,-4.244882,0.000000,0.000000
R5-12-47-1_tm_114,-60.047286,-97.044108,-60.047286,-97.044108,0.000000,0.000000
R5-12-47-1_tm_115,-52.526957,99.859398,-52.526957,99.859398,0.000000,0.000000
R5-12-47-1_tm_116,-60.110069,-97.596868,-60.110069,-97.596868,0.000000,0.000000
R5-12-47-1_tm_117,-59.477182,-100.159627,-59.477182,-100.159627,0.000000,0.000000
R5-12-47-1_tm_118,-59.457637,-99.960984,-59.457637,-99.960984,0.000000,0.000000
R5-12-47-1_tm_119,-59.526032,-100.319690,-59.526032,-100.319690,0.000000,0.000000
R5-12-47-1_tm_120,-59.558072,-99.989420,-59.558072,-99.989420,0.000000,0.000000
R5-12-47-1_tm_121,-55.338481,100.968049,-55.338481,100.968049,0.000000,0.000000
R5-12-47-1_tm_122,-59.616228,-99.929504,-59.616228,-99.929504,0.000000,0.000000
R5-12-47-1_tm_123,-59.449165,-99.722826,-59.449165,-99.722826,0.000000,0.000000
R5-12-47-1_tm_124,115.887787,-2.684177,115.887787,-2.684177,0.000000,0.000000
R5-12-47-1_tm_125,115.275072,-2.736637,115.275072,-2.736637,0.000000,0.000000
R5-12-47-1_tm_126,115.861807,-2.347139,115.861807,-2.347139,0.000000,0.000000
R5-12-47-1_tm_127,116.574685,-2.139367,116.574685,-2.139367,0.000000,0.000000
R5-12-47-1_tm_128,116.176532,-2.360222,116.176532,-2.360222,0.000000,0.000000
R5-12-47-1_tm_129,-56.075022,101.441261,-56.075022,101.441261,0.000000,0.000000
R5-12-47-1_tm_130,116.582327,-2.130303,116.582327,-2.130303,0.000000,0.000000
R5-12-47-1_tm_131,-56.068967,101.448835,-56.068967,101.448835,0.000000,0.000000
R5-12-47-1_tm_132,-55.255674,101.093607,-55.255674,101.093607,0.000000,0.000000
R5-12-47-1_tm_133,-55.066304,101.074934,-55.066304,101.074934,0.000000,0.000000
R5-12-47-1_tm_134,-55.333327,101.066175,-55.333327,101.066175,0.000000,0.000000
R5-12-47-1_tm_135,-55.262069,101.112815,-55.262069,101.112815,0.000000,0.000000
R5-12-47-1_tm_136,-59.696035,-99.546576,-59.696035,-99.546576,0.000000,0.000000
R5-12-47-1_tm_137,-59.477591,-97.453211,-59.477591,-97.453211,0.000000,0.000000
R5-12-47-1_tm_138,-59.661449,-98.986504,-59.661449,-98.986504,0.000000,0.000000
R5-12-47-1_tm_139,-59.556179,-99.111466,-59.556179,-99.111466,0.000000,0.000000
R5-12-47-1_tm_140,-59.538212,-99.702637,-59.538212,-99.702637,0.000000,0.000000
R5-12-47-1_tm_141,-54.123472,100.591292,-54.123472,100.591292,0.000000,0.000000
R5-12-47-1_tm_142,-59.548846,-99.717473,-59.548846,-99.717473,0.000000,0.000000
R5-12-47-1_tm_143,-54.585919,100.721105,-54.585919,100.721105,0.000000,0.000000
